Date,Open,High,Low,Close,Adj Close,Volume
2001-06-01,31.500000,32.000000,29.500000,31.000000,13.143454,157784700
2001-07-01,30.700001,31.740000,30.000000,30.950001,13.122257,43148300
2001-08-01,30.900000,33.009998,30.000000,32.250000,13.673430,36304200
2001-09-01,32.700001,34.810001,31.000000,34.369999,14.572277,40118900
2001-10-01,34.599998,35.570000,32.400002,33.750000,14.364738,35602800
2001-11-01,33.650002,35.099998,32.680000,33.119999,14.096598,27242800
2001-12-01,33.150002,34.980000,31.500000,34.029999,14.483910,30857000
2002-01-01,34.230000,37.099998,32.500000,37.060001,15.834126,35353300
2002-02-01,37.000000,39.599998,36.480000,39.099998,16.705727,30839800
2002-03-01,39.230000,39.700001,36.000000,38.650002,16.513460,33781500
2002-04-01,38.500000,41.279999,38.320000,41.040001,17.595907,39928400
2002-05-01,41.040001,43.750000,39.000000,43.009998,18.440550,33013700
2002-06-01,42.209999,43.950001,38.970001,40.950001,17.557335,46050500
2002-07-01,40.500000,41.700001,33.869999,37.000000,15.914697,50323500
2002-08-01,37.099998,40.610001,36.750000,39.770000,17.106144,26118200
2002-09-01,39.680000,40.400002,35.790001,36.459999,15.682426,29341300
2002-10-01,36.480000,41.299999,36.119999,39.500000,17.054777,47560400
2002-11-01,39.400002,40.500000,36.349998,37.560001,16.217152,39218300
2002-12-01,37.570000,40.000000,37.200001,38.930000,16.808672,28229500
2003-01-01,39.180000,39.400002,29.950001,31.850000,13.804386,70603700
2003-02-01,31.950001,32.150002,29.000000,29.610001,12.833530,44169800
2003-03-01,29.660000,31.799999,26.350000,28.200001,12.222410,81043800
2003-04-01,27.850000,31.049999,27.760000,30.900000,13.465555,79792000
2003-05-01,30.850000,33.900002,30.480000,32.400002,14.119229,46088800
2003-06-01,32.500000,33.959999,32.250000,32.549999,14.184588,36514000
2003-07-01,32.549999,32.790001,27.600000,27.809999,12.174355,78788000
2003-08-01,27.900000,29.780001,27.600000,29.700001,13.001740,39067000
2003-09-01,29.799999,30.750000,28.490000,29.500000,12.914183,44228000
2003-10-01,29.400000,30.180000,28.750000,29.100000,12.816916,38993900
2003-11-01,29.180000,31.850000,28.500000,31.670000,13.948853,29220300
2003-12-01,31.650000,32.500000,30.969999,32.220001,14.191099,30538600
2004-01-01,32.200001,33.209999,30.959999,32.209999,14.268249,34540700
2004-02-01,32.119999,33.919998,32.029999,33.790001,14.968153,26976900
2004-03-01,33.709999,34.700001,30.879999,32.009998,14.179660,30652900
2004-04-01,32.049999,33.490002,30.639999,32.910000,14.655581,31485000
2004-05-01,32.919998,33.130001,29.680000,29.860001,13.297348,36555400
2004-06-01,29.879999,31.700001,29.750000,31.680000,14.107833,33320100
2004-07-01,31.600000,32.290001,30.000000,30.549999,13.684230,31957800
2004-08-01,30.350000,31.719999,29.450001,31.280001,14.011222,30237000
2004-09-01,31.379999,32.549999,31.100000,31.719999,14.208307,29011700
2004-10-01,31.750000,33.520000,30.990000,33.310001,15.018005,31609600
